"Row","Paper","Cohort","Title","Aim","Year","DOI","Country","Condition","Male_age","Data_from","Trait_description","Trait","Broad_trait","Dura_min","Dura_max","Age1","Age2","Age3","Age4","Age5","Age6","Age7","Age8","Age9","Age10","Age11","Age12","Age13","Age14","Age15","Age16","Age17","x_1","x_2","x_3","x_4","x_5","x_6","x_7","x_8","x_9","x_10","x_11","x_12","x_13","x_14","x_15","x_16","x_17","sd_1","sd_2","sd_3","sd_4","sd_5","sd_6","sd_7","sd_8","sd_9","sd_10","sd_11","sd_12","sd_13","sd_14","sd_15","sd_16","sd_17","se_1","se_2","se_3","se_4","se_5","se_6","se_7","se_8","se_9","se_10","se_11","se_12","se_13","se_14","se_15","se_16","se_17","n_1","n_2","n_3","n_4","n_5","n_6","n_7","n_8","n_9","n_10","n_11","n_12","n_13","n_14","n_15","n_16","n_17","Nsamples_1","Nsamples_2","Nsamples_3","Nsamples_4","N_unique_males","N_total","N_test","Test_stat","Value","SE_beta","CI_low_OR","CI_high_OR","Calculation","Multiplier","Sampling","Study_type","Comments","count_data_columns","AgeAs","corr","N_effective","Zrtemp","ZrFinal","VZr"
"RH139.1","H41","H41A","Impact of the sexual abstinence period on the production of seminal reactive oxygen species in patients undergoing intrauterine insemination: A randomized trial","Abstinence",2020,"https://doi.org/10.1111/jog.14308","Turkey","Infertile",31.8,"table 3","oxidative stress (level 3 and 4)","Oxidative stress","Intra-cellular",0,4,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.3,73.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,60,NA,"",NA,NA,NA,NA,"Percent",-1,"Cross sectional","Prospective","Only 3rd and 4th level of oxidative stress used because these are considered more severe. Because only % is reported, this need a logit transformation ""Percent"" calculation. Therefore, the comparison between three groups has instead been split up into two comparisons between two groups each.",2,"Groups02",0.332632783372276,60,0.345785678400057,-0.345785678400057,0.0175438596491228
"RH251","H65","H65A","Short Ejaculatory Abstinence in Normozoospermic Men is Associated with Higher Clinical Pregnancy Rates in Sub-fertile Couples Undergoing Intra-Cytoplasmic Sperm Injection in Assisted Reproductive Technology A Retrospective Analysis of 1691 Cycles","Abstinence",2021,"10.4103/jhrs.jhrs_235_20","India","Infertile",35.6,"table 3","% cleavage rate of ambryos","Embryo quality","Fertilisation and post-fertilisation",1,3.5,1,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98.8,99.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,217,1027,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1244,1244,NA,"",NA,NA,NA,NA,"Percent",1,"Cross sectional","Retrospective","even tho study says prospective, they don’t randomly ""assign"" males to EA groups, and let males decide their own EA length, so its actually retrospective. Because only % is reported, this need a logit transformation ""Percent"" calculation. Therefore, the comparison between four groups has instead been split up into three comparisons between two groups each.",2,"Groups02",0.0853644518234514,1244,0.0855727159723751,0.0855727159723751,0.0008058017727639
"RH251.1","H65","H65A","Short Ejaculatory Abstinence in Normozoospermic Men is Associated with Higher Clinical Pregnancy Rates in Sub-fertile Couples Undergoing Intra-Cytoplasmic Sperm Injection in Assisted Reproductive Technology A Retrospective Analysis of 1691 Cycles","Abstinence",2021,"10.4103/jhrs.jhrs_235_20","India","Infertile",35.6,"table 3","% cleavage rate of ambryos","Embryo quality","Fertilisation and post-fertilisation",1,8,1,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98.8,98.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,217,280,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,497,497,NA,"",NA,NA,NA,NA,"Percent",1,"Cross sectional","Retrospective","even tho study says prospective, they don’t randomly ""assign"" males to EA groups, and let males decide their own EA length, so its actually retrospective. Because only % is reported, this need a logit transformation ""Percent"" calculation. Therefore, the comparison between four groups has instead been split up into three comparisons between two groups each.",2,"Groups02",-0.0617301385717019,497,-0.0618087281626233,-0.0618087281626233,0.00202429149797571
"RH251.2","H65","H65A","Short Ejaculatory Abstinence in Normozoospermic Men is Associated with Higher Clinical Pregnancy Rates in Sub-fertile Couples Undergoing Intra-Cytoplasmic Sperm Injection in Assisted Reproductive Technology A Retrospective Analysis of 1691 Cycles","Abstinence",2021,"10.4103/jhrs.jhrs_235_20","India","Infertile",35.6,"table 3","% cleavage rate of ambryos","Embryo quality","Fertilisation and post-fertilisation",1,6.5,1,6.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98.8,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,217,167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,384,384,NA,"",NA,NA,NA,NA,"Percent",1,"Cross sectional","Retrospective","even tho study says prospective, they don’t randomly ""assign"" males to EA groups, and let males decide their own EA length, so its actually retrospective. Because only % is reported, this need a logit transformation ""Percent"" calculation. Therefore, the comparison between four groups has instead been split up into three comparisons between two groups each.",2,"Groups02",NA,384,NA,NA,0.0026246719160105
"RH252","H65","H65A","Short Ejaculatory Abstinence in Normozoospermic Men is Associated with Higher Clinical Pregnancy Rates in Sub-fertile Couples Undergoing Intra-Cytoplasmic Sperm Injection in Assisted Reproductive Technology A Retrospective Analysis of 1691 Cycles","Abstinence",2021,"10.4103/jhrs.jhrs_235_20","India","Infertile",35.6,"table 3","% grade A top qualioty embryos","Embryo quality","Fertilisation and post-fertilisation",1,3.5,1,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.66,19.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,217,1027,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1244,1244,NA,"",NA,NA,NA,NA,"Percent",1,"Cross sectional","Retrospective","even tho study says prospective, they don’t randomly ""assign"" males to EA groups, and let males decide their own EA length, so its actually retrospective. Because only % is reported, this need a logit transformation ""Percent"" calculation. Therefore, the comparison between four groups has instead been split up into three comparisons between two groups each.",2,"Groups02",-0.0227674303376154,1244,-0.0227713654387186,-0.0227713654387186,0.0008058017727639
"RH252.1","H65","H65A","Short Ejaculatory Abstinence in Normozoospermic Men is Associated with Higher Clinical Pregnancy Rates in Sub-fertile Couples Undergoing Intra-Cytoplasmic Sperm Injection in Assisted Reproductive Technology A Retrospective Analysis of 1691 Cycles","Abstinence",2021,"10.4103/jhrs.jhrs_235_20","India","Infertile",35.6,"table 3","% grade A top qualioty embryos","Embryo quality","Fertilisation and post-fertilisation",1,8,1,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.66,26.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,217,280,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,497,497,NA,"",NA,NA,NA,NA,"Percent",1,"Cross sectional","Retrospective","even tho study says prospective, they don’t randomly ""assign"" males to EA groups, and let males decide their own EA length, so its actually retrospective. Because only % is reported, this need a logit transformation ""Percent"" calculation. Therefore, the comparison between four groups has instead been split up into three comparisons between two groups each.",2,"Groups02",0.073785474730046,497,0.073919817172451,0.073919817172451,0.00202429149797571
"RH252.2","H65","H65A","Short Ejaculatory Abstinence in Normozoospermic Men is Associated with Higher Clinical Pregnancy Rates in Sub-fertile Couples Undergoing Intra-Cytoplasmic Sperm Injection in Assisted Reproductive Technology A Retrospective Analysis of 1691 Cycles","Abstinence",2021,"10.4103/jhrs.jhrs_235_20","India","Infertile",35.6,"table 3","% grade A top qualioty embryos","Embryo quality","Fertilisation and post-fertilisation",1,6.5,1,6.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.66,22.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,217,167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,384,384,NA,"",NA,NA,NA,NA,"Percent",1,"Cross sectional","Retrospective","even tho study says prospective, they don’t randomly ""assign"" males to EA groups, and let males decide their own EA length, so its actually retrospective. Because only % is reported, this need a logit transformation ""Percent"" calculation. Therefore, the comparison between four groups has instead been split up into three comparisons between two groups each.",2,"Groups02",0.0125603620799408,384,0.0125610226613307,0.0125610226613307,0.0026246719160105
"RH253","H65","H65A","Short Ejaculatory Abstinence in Normozoospermic Men is Associated with Higher Clinical Pregnancy Rates in Sub-fertile Couples Undergoing Intra-Cytoplasmic Sperm Injection in Assisted Reproductive Technology A Retrospective Analysis of 1691 Cycles","Abstinence",2021,"10.4103/jhrs.jhrs_235_20","India","Infertile",35.6,"table 3","% fertilisation success","Fertilization rate","Fertilisation and post-fertilisation",1,3.5,1,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73.5,71.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,217,1027,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1244,1244,NA,"",NA,NA,NA,NA,"Percent",1,"Cross sectional","Retrospective","even tho study says prospective, they don’t randomly ""assign"" males to EA groups, and let males decide their own EA length, so its actually retrospective. Because only % is reported, this need a logit transformation ""Percent"" calculation. Therefore, the comparison between four groups has instead been split up into three comparisons between two groups each.",2,"Groups02",-0.0179018899210238,1244,-0.0179038026741143,-0.0179038026741143,0.0008058017727639
"RH253.1","H65","H65A","Short Ejaculatory Abstinence in Normozoospermic Men is Associated with Higher Clinical Pregnancy Rates in Sub-fertile Couples Undergoing Intra-Cytoplasmic Sperm Injection in Assisted Reproductive Technology A Retrospective Analysis of 1691 Cycles","Abstinence",2021,"10.4103/jhrs.jhrs_235_20","India","Infertile",35.6,"table 3","% fertilisation success","Fertilization rate","Fertilisation and post-fertilisation",1,8,1,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73.5,70.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,217,280,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,497,497,NA,"",NA,NA,NA,NA,"Percent",1,"Cross sectional","Retrospective","even tho study says prospective, they don’t randomly ""assign"" males to EA groups, and let males decide their own EA length, so its actually retrospective. Because only % is reported, this need a logit transformation ""Percent"" calculation. Therefore, the comparison between four groups has instead been split up into three comparisons between two groups each.",2,"Groups02",-0.0433040533414932,497,-0.0433311523509528,-0.0433311523509528,0.00202429149797571
"RH253.2","H65","H65A","Short Ejaculatory Abstinence in Normozoospermic Men is Associated with Higher Clinical Pregnancy Rates in Sub-fertile Couples Undergoing Intra-Cytoplasmic Sperm Injection in Assisted Reproductive Technology A Retrospective Analysis of 1691 Cycles","Abstinence",2021,"10.4103/jhrs.jhrs_235_20","India","Infertile",35.6,"table 3","% fertilisation success","Fertilization rate","Fertilisation and post-fertilisation",1,6.5,1,6.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73.5,72.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,217,167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,384,384,NA,"",NA,NA,NA,NA,"Percent",1,"Cross sectional","Retrospective","even tho study says prospective, they don’t randomly ""assign"" males to EA groups, and let males decide their own EA length, so its actually retrospective. Because only % is reported, this need a logit transformation ""Percent"" calculation. Therefore, the comparison between four groups has instead been split up into three comparisons between two groups each.",2,"Groups02",-0.0097410401156154,384,-0.0097413482353162,-0.0097413482353162,0.0026246719160105
"RH254","H65","H65A","Short Ejaculatory Abstinence in Normozoospermic Men is Associated with Higher Clinical Pregnancy Rates in Sub-fertile Couples Undergoing Intra-Cytoplasmic Sperm Injection in Assisted Reproductive Technology A Retrospective Analysis of 1691 Cycles","Abstinence",2021,"10.4103/jhrs.jhrs_235_20","India","Infertile",35.6,"table 4","% miscarriage rate","Embryo quality","Fertilisation and post-fertilisation",1,3.5,1,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.46,1.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,511,1761,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2272,2272,NA,"",NA,NA,NA,NA,"Percent",-1,"Cross sectional","Retrospective","Here, sample size for each group is embryo sample size.even tho study says prospective, they don’t randomly ""assign"" males to EA groups, and let males decide their own EA length, so its actually retrospective. Because only % is reported, this need a logit transformation ""Percent"" calculation. Therefore, the comparison between four groups has instead been split up into three comparisons between two groups each.",2,"Groups02",0.290668096801021,2272,0.299295861080923,-0.299295861080923,0.000440722785368004
"RH254.1","H65","H65A","Short Ejaculatory Abstinence in Normozoospermic Men is Associated with Higher Clinical Pregnancy Rates in Sub-fertile Couples Undergoing Intra-Cytoplasmic Sperm Injection in Assisted Reproductive Technology A Retrospective Analysis of 1691 Cycles","Abstinence",2021,"10.4103/jhrs.jhrs_235_20","India","Infertile",35.6,"table 4","% miscarriage rate","Embryo quality","Fertilisation and post-fertilisation",1,8,1,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.46,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,511,599,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1110,1110,NA,"",NA,NA,NA,NA,"Percent",-1,"Cross sectional","Retrospective","Here, sample size for each group is embryo sample size.even tho study says prospective, they don’t randomly ""assign"" males to EA groups, and let males decide their own EA length, so its actually retrospective. Because only % is reported, this need a logit transformation ""Percent"" calculation. Therefore, the comparison between four groups has instead been split up into three comparisons between two groups each.",2,"Groups02",0.377883993006109,1110,0.397588840606707,-0.397588840606707,0.000903342366757001
"RH254.2","H65","H65A","Short Ejaculatory Abstinence in Normozoospermic Men is Associated with Higher Clinical Pregnancy Rates in Sub-fertile Couples Undergoing Intra-Cytoplasmic Sperm Injection in Assisted Reproductive Technology A Retrospective Analysis of 1691 Cycles","Abstinence",2021,"10.4103/jhrs.jhrs_235_20","India","Infertile",35.6,"table 4","% miscarriage rate","Embryo quality","Fertilisation and post-fertilisation",1,6.5,1,6.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.46,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,511,438,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,949,949,NA,"",NA,NA,NA,NA,"Percent",-1,"Cross sectional","Retrospective","Here, sample size for each group is embryo sample size.even tho study says prospective, they don’t randomly ""assign"" males to EA groups, and let males decide their own EA length, so its actually retrospective. Because only % is reported, this need a logit transformation ""Percent"" calculation. Therefore, the comparison between four groups has instead been split up into three comparisons between two groups each.",2,"Groups02",0.210124023137735,949,0.213301094988032,-0.213301094988032,0.00105708245243129
"RH410","H106","H106A","Paternal contribution to embryonic competence","Other",2019,"10.5173/ceju.2019.1900","USA","Infertile",NA,"Table 1","% anueploid embryos","Embryo quality","Fertilisation and post-fertilisation",2,7,2,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.1,49.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1567,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1817,1817,NA,"",NA,NA,NA,NA,"Percent",-1,"Cross sectional","Retrospective","Because only % is reported, this need a logit transformation ""Percent"" calculation. Therefore, the comparison between four groups has instead been split up into three comparisons between two groups each.",2,"Groups02",0.00227949938442839,1817,0.00227950333262288,-0.00227950333262288,0.000551267916207277
"RH410.1","H106","H106A","Paternal contribution to embryonic competence","Other",2019,"10.5173/ceju.2019.1900","USA","Infertile",NA,"Table 1","% anueploid embryos","Embryo quality","Fertilisation and post-fertilisation",2,4.5,2,4.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.1,49.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1567,2291,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3858,3858,NA,"",NA,NA,NA,NA,"Percent",-1,"Cross sectional","Retrospective","Because only % is reported, this need a logit transformation ""Percent"" calculation. Therefore, the comparison between four groups has instead been split up into three comparisons between two groups each.",2,"Groups02",0.0086652669884916,3858,0.00866548388080308,-0.00866548388080308,0.000259403372243839
"RH49","H16","H16A","Does duration of abstinence affect the live-birth rate after assisted reproductive technology? A retrospective analysis of 1,030 cycles","Abstinence",2017,"10.1016/j.fertnstert.2017.08.034","India","Infertile",37,"Supplementary table 3","Embryo cleavage % embryos with cleavage)","Embryo quality","Fertilisation and post-fertilisation",2,7,3,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.1,47.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,536,162,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,698,698,NA,"",NA,NA,NA,NA,"Percent",1,"Cross sectional","Retrospective","Because only % is reported, this need a logit transformation ""Percent"" calculation. Therefore, the comparison between four groups has instead been split up into three comparisons between two groups each.",2,"Groups02",0.00186788071924694,698,0.00186788289158329,0.00186788289158329,0.00143884892086331
"RH49.1","H16","H16A","Does duration of abstinence affect the live-birth rate after assisted reproductive technology? A retrospective analysis of 1,030 cycles","Abstinence",2017,"10.1016/j.fertnstert.2017.08.034","India","Infertile",37,"Supplementary table 3","Embryo cleavage % embryos with cleavage)","Embryo quality","Fertilisation and post-fertilisation",2,6,3,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.1,48.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,536,332,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,868,868,NA,"",NA,NA,NA,NA,"Percent",1,"Cross sectional","Retrospective","Because only % is reported, this need a logit transformation ""Percent"" calculation. Therefore, the comparison between four groups has instead been split up into three comparisons between two groups each.",2,"Groups02",0.0118152511111776,868,0.0118158009608776,0.0118158009608776,0.00115606936416185
"RH50","H16","H16A","Does duration of abstinence affect the live-birth rate after assisted reproductive technology? A retrospective analysis of 1,030 cycles","Abstinence",2017,"10.1016/j.fertnstert.2017.08.034","India","Infertile",37,"Supplementary table 3","Miscarriage rate %- % miscarriages to total pregnancies","Embryo quality","Fertilisation and post-fertilisation",2,7,3,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.9,6.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,536,162,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,698,698,NA,"",NA,NA,NA,NA,"Percent",-1,"Cross sectional","Retrospective","Because only % is reported, this need a logit transformation ""Percent"" calculation. Therefore, the comparison between four groups has instead been split up into three comparisons between two groups each.",2,"Groups02",-0.0266321051026145,698,-0.0266384042258774,0.0266384042258774,0.00143884892086331
"RH50.1","H16","H16A","Does duration of abstinence affect the live-birth rate after assisted reproductive technology? A retrospective analysis of 1,030 cycles","Abstinence",2017,"10.1016/j.fertnstert.2017.08.034","India","Infertile",37,"Supplementary table 3","Miscarriage rate %- % miscarriages to total pregnancies","Embryo quality","Fertilisation and post-fertilisation",2,6,3,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.9,7.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,536,332,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,868,868,NA,"",NA,NA,NA,NA,"Percent",-1,"Cross sectional","Retrospective","Because only % is reported, this need a logit transformation ""Percent"" calculation. Therefore, the comparison between four groups has instead been split up into three comparisons between two groups each.",2,"Groups02",0.0354309906160651,868,0.0354458279515535,-0.0354458279515535,0.00115606936416185
"RH108","H34","H34A","How 1 h of abstinence improves sperm quality and increases embryo euploidy rate after PGT-A: a study on 106 sibling biopsied blastocysts","Abstinence",2019,"10.1007/s10815-019-01533-7","Italy","Infertile",39.9,"table 2","% progressive","Motility","Sperm performance",0.042,7,0.042,4.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.2,10.4,13.9,13.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,44,NA,"",NA,NA,NA,NA,"Percent",1,"Longitudinal","Prospective","",4,"Groups04",-0.0228952735346628,24.4444444444444,-0.0228992753116008,-0.0228992753116008,0.0466321243523316
"RH109","H34","H34A","How 1 h of abstinence improves sperm quality and increases embryo euploidy rate after PGT-A: a study on 106 sibling biopsied blastocysts","Abstinence",2019,"10.1007/s10815-019-01533-7","Italy","Infertile",39.9,"table 2","% normal morphlology sperm","Morphology","Morphology",0.042,5,0.042,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.4,1.4,0.6,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,44,NA,"",NA,NA,NA,NA,"Percent",1,"Longitudinal","Prospective","",4,"Groups04",0,24.4444444444444,0,0,0.0466321243523316
